V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V204,V205,V206,V207,V208,V209,V210,V211,V212,V213,V214,V215,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V226,V227,V228
4,1,47,290,13,6,597,8,616,81,3,0,6,3,3,4,4,9,4,1,4,45,4,8,454,8,9,17,20,2,15,7,2,8,17,0,2,13,28,16,48,8,4,4,1,3,6,90,0,64,3,17,93,10,9,7,2,3,0,2,3,9,34,6,2,25,4,5,1,6,102,21,105,15,8,3,2,7,17,18,9,0,8,352,3,6,12,43,16,10,3,5,3,120,32,15,4,1,96,52,0,264,2,55,2,0,30,389,8,3,0,7,111,6,155,60,12,3,4,3,3,10,9,1,1,0,22,3,3,1,1,1,12,3,2,5,11,4,7,7,0,4,4,14,2,2,3,4,6,9,64,75,83,370,71,5,24,5,1,12,0,18,14,4,9,167,11,10,24,2,14,1,110,10,0,94,5,52,21,74,90,5,4,10,4,3,71,70,2,239,5,2,62,7,33,277,0,2,7,1,2,4,47,1,58,14,11,77,77,29,248,2,119,13,2,5,6,244,20,35,10,3,9,1,57,120,12,151
3,4,8,33,10,5,477,14,53,156,2,7,5,42,10,2,1,14,6,2,3,64,1,4,157,136,14,10,24,11,8,12,0,2,6,33,4,23,25,5,10,5,20,8,22,3,11,194,15,4,235,38,85,83,3,6,1,10,16,3,11,3,3,7,3,27,4,1,5,3,280,91,70,23,12,16,6,24,39,9,133,11,138,25,0,24,6,27,9,26,4,8,1,157,8,7,10,2,149,118,24,1522,0,23,10,0,502,374,24,3,3,3,10,15,449,64,15,13,2,1,14,16,6,1,10,2,7,3,3,2,12,3,95,1,73,0,4,4,2,2,0,2,37,13,4,3,8,4,5,12,1,78,170,27,15,7,43,51,2,8,3,40,13,3,14,11,37,1,10,4,11,5,28,16,6,159,0,14,9,40,184,41,1,19,13,5,46,92,2,475,4,4,59,12,20,14,0,18,5,8,4,13,56,4,1,9,171,45,19,31,22,3,271,10,1,2,18,478,16,42,13,3,7,5,27,317,2,8
89,22,7,275,6,4,659,30,79,106,9,4,5,1,6,5,6,19,4,5,2,64,7,22,595,119,24,6,19,10,9,5,6,28,11,21,8,6,14,3,7,9,8,0,2,4,14,59,24,133,241,77,74,24,4,11,1,4,6,7,6,15,26,7,2,8,9,5,3,8,56,60,146,3,9,1,8,8,31,10,10,7,84,10,1,17,5,38,12,47,6,12,2,272,36,1,1,0,235,48,1,507,7,31,15,0,38,273,39,3,1,3,18,21,23,2,5,10,2,4,175,7,19,1,3,20,16,234,54,5,8,4,182,4,3,0,16,5,7,10,0,3,4,18,2,5,9,25,25,19,3,54,140,29,56,11,51,39,14,4,5,47,6,1,7,11,3,1,7,12,51,3,64,34,0,156,9,78,6,23,137,16,104,11,0,22,56,116,2,153,10,14,64,4,15,6,3,39,7,9,3,9,46,1,61,8,7,39,61,2,421,0,111,13,2,2,23,498,30,37,2,4,27,12,22,9,4,14
54,21,59,837,11,10,23,31,571,27,6,5,6,3,6,9,0,9,7,2,3,24,1,3,497,15,16,12,17,7,5,11,4,6,9,23,4,7,7,31,25,7,20,5,8,4,1,40,38,125,5,48,96,4,7,9,3,15,10,2,3,7,27,3,3,8,1,4,1,10,125,87,76,16,158,8,0,13,4,12,8,2,6,300,11,4,5,26,32,7,9,5,5,147,11,8,10,3,136,78,4,1599,1,52,19,0,526,525,27,6,0,2,327,91,43,14,3,12,3,1,119,12,18,1,1,27,21,149,52,3,8,1,99,0,48,1,6,2,6,3,2,102,23,13,3,3,12,51,17,8,0,66,14,34,109,16,97,86,13,6,1,41,7,7,2,16,4,11,19,0,60,1,49,6,2,237,9,74,19,9,130,40,4,21,4,5,457,125,3,116,2,2,144,8,15,7,0,5,9,2,2,11,36,2,49,2,11,49,13,44,296,3,131,1,11,1,18,486,0,32,5,11,11,14,86,7,13,15
7,2,47,334,11,4,570,16,64,213,4,0,4,7,15,7,5,13,1,1,1,3,1,15,142,131,19,6,23,9,10,7,1,8,10,33,3,14,23,30,41,6,4,1,1,1,10,302,2,145,2,41,26,35,7,18,4,2,17,3,10,4,9,3,5,13,3,6,1,4,156,2,45,10,9,16,0,36,20,11,6,8,116,85,5,17,0,36,16,20,4,9,3,40,25,5,7,3,85,42,2,146,3,45,4,0,385,455,16,14,0,1,3,20,326,51,4,2,5,0,140,5,12,2,5,3,28,53,110,1,10,5,47,2,66,0,51,0,3,4,0,87,1,3,9,5,15,47,4,6,2,49,13,27,6,15,45,1,2,10,1,0,4,8,4,17,4,8,14,4,35,2,72,6,1,628,5,13,16,117,44,1,12,28,0,3,525,11,4,1,3,3,56,17,20,4,3,25,5,6,10,13,50,1,43,7,110,36,12,32,145,2,42,1,0,1,16,256,15,37,6,7,8,0,62,329,17,7
7,15,62,448,15,10,42,37,599,5,2,6,3,31,14,1,7,7,3,1,1,46,1,28,486,19,2,6,32,7,15,5,5,4,2,30,4,5,20,26,7,5,12,2,2,2,11,113,9,159,177,37,43,57,1,11,1,6,2,1,8,0,36,3,6,3,4,5,1,6,71,11,70,4,20,9,6,59,27,8,10,17,91,206,10,13,5,30,12,7,1,0,1,123,26,7,1,1,76,36,3,192,3,37,1,0,379,299,11,0,0,3,12,38,146,6,10,5,3,3,10,3,10,1,4,13,12,5,51,1,3,6,92,4,1,4,10,3,5,8,0,6,3,2,1,2,5,37,7,11,56,59,74,38,61,10,36,58,1,16,0,4,13,14,8,13,19,3,14,0,43,1,41,6,0,167,7,70,7,60,107,9,6,15,0,17,235,14,3,2,3,7,19,18,22,16,4,31,4,3,5,16,3,4,31,7,137,451,112,40,14,0,36,2,8,4,11,549,39,31,3,7,7,13,14,163,19,7
47,21,6,18,14,13,43,3,212,294,3,5,5,2,6,5,5,5,2,0,2,4,2,12,1150,64,31,2,27,3,3,7,1,4,5,7,6,3,29,4,20,3,11,0,7,2,4,210,12,151,249,67,182,84,7,3,1,19,21,4,0,8,33,6,0,26,0,5,0,3,41,4,7,5,18,9,4,14,20,7,92,7,115,14,1,7,3,49,14,40,17,6,1,71,35,1,11,1,49,51,10,57,3,21,1,0,36,340,10,15,1,6,261,46,260,47,4,9,2,5,11,4,18,1,1,2,19,127,70,2,10,1,115,7,26,2,2,1,9,0,0,1,18,16,3,2,12,37,9,8,2,16,84,48,110,4,2,4,7,17,0,3,3,8,5,17,19,3,26,1,8,0,63,11,1,219,4,103,13,10,214,25,11,8,6,4,248,21,4,131,5,14,60,3,12,6,2,22,15,4,10,1,75,0,2,15,155,398,112,7,318,5,50,9,3,7,9,28,23,47,5,7,9,0,29,11,11,107
94,13,4,988,17,2,736,7,37,295,3,1,4,54,7,3,5,11,3,3,0,4,1,3,559,79,21,7,15,2,11,14,3,5,7,27,1,18,12,32,12,5,20,2,9,1,7,217,14,55,7,56,136,39,2,11,4,1,1,2,8,2,5,5,3,13,1,2,0,6,60,17,101,16,91,9,0,9,6,9,78,5,101,13,0,12,4,30,13,6,5,1,1,124,15,1,3,3,229,31,3,1165,6,30,5,0,446,330,24,9,2,12,17,29,279,0,28,1,11,2,6,4,19,1,1,17,7,7,12,1,7,3,3,3,31,4,22,1,1,6,0,55,21,0,6,4,11,7,16,7,85,26,157,471,10,13,43,47,2,19,8,58,21,10,6,200,10,7,15,1,37,5,22,5,3,108,1,3,4,11,38,28,79,22,8,11,258,182,6,2,1,9,82,16,9,8,1,2,2,2,6,6,42,1,2,0,19,428,97,2,850,3,19,7,1,6,26,217,12,32,9,5,2,7,148,137,19,15
6,20,91,19,21,3,774,50,80,390,4,0,5,8,1,6,1,10,8,2,1,5,5,21,975,52,32,5,16,5,8,8,7,5,13,3,5,18,13,29,25,7,18,5,6,1,8,155,9,78,4,55,83,117,13,13,3,10,23,3,10,9,27,9,1,31,4,3,2,0,229,29,9,8,10,13,0,2,13,7,134,5,84,206,9,17,9,32,7,33,13,10,0,150,31,0,7,0,104,72,9,1079,0,28,4,0,432,426,25,3,0,7,111,55,304,0,10,10,3,1,8,11,9,0,3,3,12,12,11,4,4,2,1,0,54,1,30,10,2,6,0,4,7,16,5,9,6,9,2,14,135,54,20,36,70,4,88,11,5,3,1,6,21,2,3,23,26,0,23,2,9,1,38,4,5,63,11,16,18,124,28,93,107,28,15,16,60,97,4,271,2,8,86,11,31,166,6,3,13,4,0,1,33,1,0,6,7,63,17,3,12,7,36,2,6,2,21,556,8,33,2,16,5,13,19,175,5,12
4,15,16,301,20,16,22,27,406,102,5,3,5,18,1,4,0,5,0,0,9,6,2,12,1092,83,13,7,11,9,9,5,5,1,12,5,1,17,12,3,7,8,19,0,6,1,11,25,2,260,4,136,54,4,1,9,1,9,4,2,4,14,36,4,4,22,6,9,1,3,59,52,82,1,7,4,8,22,15,33,15,10,5,26,4,16,0,31,19,13,5,9,2,200,22,9,7,2,72,9,1,1097,1,43,13,0,49,414,20,0,0,9,12,36,23,53,14,1,3,1,6,10,15,1,6,17,17,73,49,4,1,1,9,3,85,1,23,1,4,5,0,3,41,14,3,1,1,44,14,4,47,4,11,28,9,5,44,36,7,3,6,32,64,14,8,190,41,5,17,5,9,1,35,8,0,159,2,12,11,153,186,37,116,20,0,17,595,107,4,282,3,7,69,14,16,239,4,26,5,3,0,1,40,3,63,13,113,573,5,50,263,2,185,12,15,3,18,329,30,22,4,2,8,1,22,255,20,10
80,6,14,18,13,7,40,26,23,385,2,3,9,2,7,1,2,11,4,2,2,5,0,0,484,204,19,14,12,15,13,7,7,10,5,40,3,10,20,2,27,5,37,6,3,2,16,247,44,153,250,204,211,96,7,18,1,10,28,6,4,3,9,3,4,16,4,6,3,4,269,119,13,8,15,7,13,82,9,38,157,10,3,343,2,24,4,62,14,1,21,1,9,389,9,10,10,0,263,66,10,1946,6,32,12,0,572,698,7,5,2,5,18,109,323,88,8,1,4,5,137,13,16,1,8,2,16,133,118,1,3,6,12,3,22,2,28,5,0,7,0,4,3,22,4,1,7,81,7,9,2,137,11,32,114,11,76,11,3,5,2,112,8,3,8,23,52,4,29,3,56,0,115,2,1,291,10,109,17,23,116,3,6,12,16,16,786,9,4,572,5,14,96,11,57,17,1,4,17,6,7,20,48,2,87,6,12,538,131,45,23,5,45,8,1,1,26,429,120,40,2,13,8,1,127,392,3,154
53,23,54,24,12,2,18,2,592,7,4,1,2,33,6,9,1,12,4,1,7,40,0,7,476,82,8,21,14,9,17,9,1,11,3,41,2,7,28,30,47,6,7,2,3,0,15,215,24,100,9,67,66,109,3,22,3,11,4,5,8,3,29,2,1,11,2,6,3,0,77,42,102,18,7,7,7,12,13,29,71,12,134,14,0,9,0,15,13,24,6,1,4,32,13,5,7,1,9,75,3,19,4,15,1,0,13,264,23,2,4,2,81,49,26,5,9,7,6,1,6,9,17,0,0,14,21,103,75,1,11,8,7,2,58,3,53,7,2,8,0,1,0,2,2,2,13,40,16,6,43,25,7,26,56,4,30,8,10,22,3,63,21,4,10,11,61,1,31,5,18,2,32,20,2,243,9,57,15,144,15,48,108,16,4,20,44,13,5,192,4,3,127,3,15,10,4,7,6,6,8,2,72,4,49,12,163,57,10,33,410,0,243,3,3,4,11,370,5,42,5,11,10,1,84,229,4,5
9,18,80,31,12,4,39,18,75,305,3,2,2,49,3,1,4,15,4,1,2,54,1,15,1045,86,18,4,18,6,8,6,1,0,1,71,0,15,15,5,12,15,36,1,3,3,14,34,13,10,5,81,113,65,10,6,2,8,15,2,13,10,53,2,2,26,1,6,0,2,317,98,47,17,19,11,1,106,10,2,12,7,6,248,10,7,15,11,4,21,8,4,2,53,4,5,5,2,143,88,5,508,3,42,15,0,461,356,20,11,2,7,8,66,378,44,3,13,5,1,214,5,18,0,6,19,29,96,76,3,0,2,4,7,9,0,33,1,1,1,1,109,34,6,8,6,5,2,21,6,5,150,265,29,136,8,7,81,5,21,7,27,32,3,9,274,52,4,9,4,57,6,86,51,2,79,3,89,8,267,83,79,118,14,7,3,532,12,3,205,5,2,60,15,19,15,3,42,4,4,1,9,42,1,82,5,10,53,101,5,21,3,27,7,3,3,32,1045,24,47,3,4,13,7,94,8,23,7
84,19,18,31,11,9,499,3,456,65,10,10,1,12,0,6,0,6,2,1,0,40,1,13,731,155,12,2,23,9,10,3,5,1,1,40,8,5,17,29,33,7,18,3,1,2,26,164,7,52,8,79,47,24,0,20,1,3,9,2,14,2,32,10,4,18,0,0,0,7,162,45,50,14,13,6,11,13,31,3,10,5,7,466,1,8,5,12,18,4,7,2,8,210,18,0,1,2,256,44,4,53,11,51,3,0,39,418,19,0,4,4,21,318,346,119,21,2,6,2,5,9,14,0,2,5,71,43,3,2,4,3,5,0,32,5,56,2,6,6,0,50,28,8,4,4,10,5,17,14,19,39,102,43,98,4,38,2,7,4,2,52,0,7,52,26,27,7,0,1,16,2,182,7,3,39,19,17,20,68,100,29,3,17,5,12,406,139,3,136,3,12,60,8,16,14,3,14,8,4,3,8,39,1,1,3,96,57,16,3,23,1,148,6,1,3,19,781,10,21,2,9,9,13,2,5,12,11
72,15,27,238,10,4,322,4,157,109,6,1,2,32,6,9,3,6,3,0,2,26,5,2,581,45,17,9,14,17,4,7,7,5,7,17,5,9,5,9,31,7,6,0,1,3,7,92,9,28,56,59,43,69,4,14,4,1,12,1,7,0,38,8,0,20,0,5,2,0,219,36,161,2,10,3,11,15,17,14,40,5,3,164,2,11,6,12,7,11,5,4,4,74,14,4,3,1,70,66,6,106,1,40,7,0,46,17,15,2,1,4,11,65,60,2,14,7,0,1,134,9,18,2,1,12,6,3,6,1,2,2,55,3,17,0,14,6,6,4,0,37,14,13,7,3,14,21,6,7,2,4,82,28,47,14,12,0,4,10,8,15,1,7,1,169,3,4,6,4,31,3,116,22,3,189,2,13,15,44,38,23,12,12,3,13,178,31,2,138,0,12,85,3,19,167,3,12,9,1,4,10,4,4,10,1,71,281,13,23,18,0,21,9,2,2,9,118,15,24,8,16,6,12,83,11,6,5
40,22,31,13,20,10,431,7,202,91,0,1,6,27,2,4,0,5,6,1,2,27,2,11,141,60,9,4,30,2,13,5,3,5,3,3,3,6,32,2,50,4,27,2,5,1,10,120,19,46,112,19,40,19,2,6,2,2,11,0,9,4,16,4,2,12,1,5,3,2,45,2,1,4,7,8,2,17,16,5,27,8,61,12,2,13,0,50,10,19,6,2,1,11,16,8,3,4,17,43,3,117,2,7,4,0,43,79,14,3,3,2,87,24,146,5,10,5,5,0,74,7,13,3,8,12,13,43,5,0,3,0,9,1,17,0,5,2,2,3,0,55,3,4,3,4,10,24,13,3,26,36,38,217,2,5,9,11,8,7,8,62,16,3,8,24,9,2,56,2,13,2,55,22,2,137,3,28,8,64,109,13,9,13,11,8,37,88,2,92,1,3,15,19,13,81,1,1,2,12,2,10,30,0,10,4,42,50,94,11,14,1,121,4,0,2,11,208,15,7,1,3,12,1,106,78,6,19
4,4,8,55,11,11,32,7,356,139,1,1,1,16,1,10,2,19,4,2,4,11,2,23,173,96,16,2,20,2,9,6,3,2,6,25,3,14,11,37,21,8,12,1,4,6,7,207,12,163,160,68,93,134,7,23,2,12,24,2,2,7,36,5,1,20,3,15,3,2,162,0,4,2,178,8,0,14,14,10,61,6,6,165,5,11,4,40,11,18,7,9,0,194,19,13,6,1,140,95,5,1035,4,53,0,0,34,331,10,11,5,3,14,79,37,5,8,5,1,1,255,19,22,0,4,10,13,2,125,2,9,0,3,1,22,1,19,4,2,1,2,76,15,14,4,3,11,80,12,6,27,90,16,290,69,12,60,6,9,9,0,50,28,4,17,150,3,4,12,3,10,1,9,5,0,184,10,91,6,187,58,38,93,12,7,13,585,10,1,230,3,11,95,3,45,17,8,24,19,7,12,9,41,4,2,1,10,611,121,1,150,0,37,3,2,0,19,24,3,22,6,2,12,5,189,7,2,174
8,3,12,20,16,4,1162,34,672,241,6,0,4,7,3,4,1,3,4,1,5,5,3,1,794,140,5,5,27,4,3,21,8,11,1,59,0,17,17,33,38,9,13,2,29,1,17,127,13,9,175,106,136,72,8,14,1,0,23,11,4,2,16,7,1,13,1,11,3,3,46,1,46,15,21,8,1,17,39,16,8,10,141,224,6,15,0,24,8,3,5,4,3,136,25,10,3,6,174,64,4,42,8,32,6,0,440,36,33,2,0,2,2,25,297,17,15,14,7,2,9,3,21,0,5,4,21,383,6,2,0,1,265,4,29,0,3,0,6,5,0,68,5,8,5,6,13,14,7,4,3,6,10,38,15,12,57,131,10,16,3,157,49,1,13,412,25,2,8,6,12,0,51,8,0,191,9,115,3,212,17,56,5,19,2,24,44,200,2,360,2,9,15,3,13,243,4,8,14,4,4,1,33,6,51,5,15,28,12,3,1731,10,343,11,2,2,24,818,2,41,5,19,15,3,10,230,23,157
58,17,24,27,9,11,257,7,40,6,3,4,6,39,1,8,0,1,2,1,3,3,1,11,726,92,21,10,18,19,15,5,7,6,2,22,5,18,12,19,24,15,31,5,4,3,10,171,41,109,8,68,119,25,5,25,0,5,27,1,4,1,7,10,5,4,3,1,2,4,82,56,109,9,11,8,2,128,26,19,99,12,7,280,5,16,0,62,13,1,6,6,5,153,3,3,0,0,278,93,4,737,2,13,8,0,454,159,11,12,0,4,6,5,212,230,23,6,3,3,63,5,7,2,6,17,27,56,6,4,2,2,2,2,4,5,15,4,4,2,0,97,27,19,2,4,6,4,1,5,42,104,96,527,6,10,53,40,2,12,1,28,44,1,4,138,1,3,35,3,39,2,84,14,3,215,5,71,3,190,80,51,103,12,1,20,715,14,1,133,2,8,49,5,13,16,1,1,14,8,7,1,42,1,76,5,85,40,93,4,179,4,34,15,0,0,14,219,15,22,3,11,8,8,93,148,11,178
83,22,31,408,12,2,976,20,1381,311,8,0,0,69,12,12,1,0,1,3,3,75,5,13,1490,215,10,9,38,5,2,20,4,8,0,38,3,15,24,45,20,11,64,1,3,5,5,29,29,8,414,117,189,23,5,28,1,11,35,11,9,2,37,3,5,22,1,6,6,8,397,135,100,9,11,6,8,54,16,59,212,6,5,259,3,23,9,28,15,7,20,2,9,505,26,13,2,3,323,108,10,1070,0,36,5,0,606,27,24,17,2,7,334,105,457,30,22,8,16,3,133,13,31,4,2,1,26,62,20,0,2,6,5,6,54,1,5,5,1,12,0,3,6,15,2,2,21,40,16,11,5,247,7,29,14,10,128,18,0,2,1,51,2,6,8,12,65,6,27,1,51,0,80,11,1,304,0,10,20,249,330,49,12,30,34,32,1068,196,1,517,2,17,22,12,24,11,5,34,7,3,1,23,7,0,73,0,13,56,11,59,23,0,27,0,8,4,25,1109,18,68,3,29,16,8,150,291,20,4
9,16,14,510,21,2,441,8,816,180,9,1,1,49,2,8,2,17,2,6,7,5,2,10,773,29,40,9,27,7,0,3,9,4,10,30,5,5,13,28,15,5,36,2,1,3,11,311,4,6,186,76,89,18,1,13,1,9,2,2,8,8,11,2,3,24,4,3,2,11,44,34,135,26,134,6,4,24,26,4,13,9,7,312,9,9,0,16,26,22,8,5,13,89,18,9,14,3,132,64,11,1134,8,34,10,0,22,342,23,1,1,2,9,51,156,90,3,5,3,1,129,11,15,2,10,26,12,4,86,5,14,4,182,0,46,0,35,6,8,2,0,60,23,19,1,3,5,34,11,6,2,59,7,16,99,8,62,5,3,2,1,26,27,10,14,19,25,8,35,1,32,5,37,5,2,170,14,91,3,159,36,7,9,23,1,19,640,12,5,147,5,34,60,3,30,14,1,4,1,3,4,11,52,2,90,1,133,43,15,3,508,0,223,14,1,2,37,281,5,55,5,5,10,6,71,161,28,15
97,12,97,1499,10,3,41,28,830,417,4,1,4,4,5,4,5,12,3,0,5,3,1,17,512,47,22,8,17,2,8,5,2,9,9,49,2,18,3,4,45,8,28,3,13,2,11,19,18,142,17,72,142,63,3,6,1,2,2,1,8,6,27,6,0,25,3,12,1,3,100,21,156,19,9,0,3,31,24,25,90,8,95,158,3,12,8,19,25,26,4,6,1,44,15,0,0,6,180,78,8,457,1,4,4,0,23,13,2,1,2,21,16,29,422,32,3,13,0,3,137,2,6,4,2,2,16,4,2,0,3,2,138,7,50,1,32,0,5,6,0,93,35,17,2,3,11,7,14,6,118,98,15,352,105,13,46,3,9,16,3,27,51,5,4,305,14,0,27,2,12,1,46,2,2,161,1,60,11,153,90,1,3,21,0,16,71,4,4,407,6,9,34,18,13,181,0,70,6,1,4,1,4,1,26,12,379,423,22,7,1080,4,21,4,2,0,17,315,44,44,5,11,13,14,32,14,15,8
34,1,55,256,14,3,423,2,886,23,0,5,0,4,12,2,5,6,6,7,5,2,1,11,508,11,18,10,21,2,7,11,5,6,5,3,2,13,17,2,57,5,23,7,8,4,9,233,29,3,8,28,40,69,7,5,2,3,5,1,11,4,5,4,3,18,1,9,3,2,74,49,6,4,107,3,1,20,11,8,111,7,133,119,4,10,11,48,18,2,2,6,3,151,35,3,4,0,110,9,7,94,0,47,6,0,383,291,17,3,1,11,6,26,217,104,10,6,5,0,7,9,10,2,2,5,20,4,52,3,3,0,7,3,53,1,2,0,4,1,0,2,29,16,1,1,7,45,22,9,44,42,55,22,87,9,70,1,0,13,8,7,25,4,7,129,28,1,42,0,37,1,31,12,2,86,6,93,7,140,188,30,115,6,8,4,489,114,0,415,3,19,111,11,10,10,3,18,6,2,3,2,37,1,0,3,8,622,5,6,11,5,108,10,5,1,20,297,53,27,6,14,5,5,52,140,3,7
2,5,6,384,7,4,41,6,41,230,2,2,6,6,3,7,0,12,3,3,7,54,0,11,446,154,11,8,9,9,19,7,0,4,1,52,1,12,25,5,16,11,11,3,3,2,5,254,31,10,1,58,173,34,7,18,1,4,15,3,7,9,6,2,5,3,4,10,1,5,101,27,91,14,14,1,7,31,9,9,12,7,5,22,6,13,10,53,12,39,5,5,1,265,8,10,7,1,153,89,2,1000,5,13,3,0,412,603,19,7,2,8,8,108,809,72,10,5,1,1,4,19,8,1,4,19,13,124,1,1,4,1,11,3,72,1,10,2,2,2,1,1,2,19,2,4,9,56,25,8,65,68,186,32,52,9,56,4,13,14,0,120,17,3,4,164,38,0,21,1,40,1,18,9,3,241,5,4,17,127,75,44,2,21,1,16,35,9,1,457,0,4,55,0,13,194,3,30,4,4,2,4,60,1,166,5,13,566,176,37,9,1,44,13,9,2,20,561,30,14,2,6,13,1,62,13,19,7
39,8,34,839,16,9,511,18,222,77,4,1,8,37,5,0,6,2,2,5,1,9,1,14,432,52,17,5,31,13,8,9,3,6,4,36,7,7,17,5,40,5,19,4,5,2,20,212,27,5,107,111,97,158,6,11,0,6,2,1,6,1,28,0,9,19,3,4,2,4,230,15,2,30,4,17,1,13,30,8,85,0,87,282,0,12,3,61,12,11,13,6,3,159,5,4,13,1,126,37,6,405,1,23,3,0,266,107,21,12,0,3,106,46,8,17,7,4,3,4,5,3,15,1,4,17,15,114,90,1,8,0,4,5,95,2,28,1,3,7,1,1,13,7,7,8,9,31,5,2,10,37,133,398,33,10,62,58,10,8,1,100,7,8,12,13,17,7,7,2,10,7,42,10,2,152,15,83,6,177,55,26,82,7,5,12,422,100,5,201,2,17,20,16,15,169,5,43,6,2,4,1,21,1,0,4,15,42,148,4,334,4,157,3,5,3,11,194,8,12,1,16,6,2,54,115,22,96
65,8,36,561,8,0,484,15,396,71,4,2,0,6,2,3,3,4,1,0,0,51,0,12,162,58,16,6,14,9,11,9,6,6,2,21,2,12,13,33,13,9,32,0,1,2,2,32,21,91,130,44,51,4,1,4,0,8,15,4,6,2,2,0,1,10,1,2,1,2,68,19,51,12,18,8,0,14,26,23,12,2,71,13,1,16,7,28,8,28,15,3,10,41,20,13,7,3,191,27,2,32,1,27,13,0,426,248,19,4,3,12,69,50,171,1,4,6,1,3,3,3,27,1,3,17,11,14,35,0,5,4,5,6,15,4,8,3,2,5,0,6,28,10,1,2,7,13,3,11,69,45,2,323,58,6,25,3,4,8,4,109,17,5,2,17,10,1,10,4,37,3,78,15,2,72,4,15,2,88,124,2,12,17,8,23,32,15,0,220,2,8,118,16,9,8,5,50,6,9,4,6,31,1,0,2,158,495,10,32,468,3,189,4,11,3,12,448,17,20,1,10,3,12,56,14,12,12
218,18,11,15,12,25,43,5,997,554,1,13,8,6,6,9,3,15,0,2,6,5,10,26,1059,389,27,14,23,21,18,4,10,14,8,5,1,3,17,85,19,15,15,4,3,1,11,321,0,118,355,92,271,82,7,24,0,10,17,2,16,10,32,3,0,26,2,3,1,0,298,151,222,19,327,15,20,69,19,5,181,12,333,15,10,37,12,19,27,3,18,5,14,296,58,21,8,3,214,83,11,1534,10,49,1,0,37,651,45,2,5,8,9,70,23,53,34,19,5,10,4,21,32,1,11,8,25,3,110,0,9,1,8,10,162,1,46,0,0,3,2,10,54,0,1,2,12,6,12,4,85,88,229,742,31,28,58,101,17,21,6,4,59,11,1,10,84,6,15,0,10,5,97,22,1,200,6,161,15,271,114,3,3,34,2,19,838,145,9,285,3,18,56,0,16,8,1,52,3,5,1,1,54,4,1,8,8,441,181,49,23,2,26,11,1,1,23,813,13,61,1,2,16,25,226,440,3,175
64,10,7,38,20,8,483,11,325,77,11,3,7,30,3,2,4,17,2,1,3,47,3,1,91,107,18,7,12,6,1,4,4,12,1,8,2,4,14,22,5,9,27,1,3,2,4,249,3,163,2,16,68,91,4,16,1,4,33,6,3,9,40,7,5,5,0,1,1,3,37,123,37,5,7,1,11,4,18,21,6,19,95,181,1,10,2,31,13,13,10,3,2,76,10,8,7,1,63,71,4,139,4,43,12,0,425,346,18,15,1,5,13,21,159,4,14,9,10,0,7,13,15,0,1,4,27,77,82,7,9,0,7,13,2,0,29,2,3,4,2,2,15,8,0,3,7,67,5,8,17,88,10,36,8,1,25,4,9,11,4,18,11,1,8,139,32,1,7,3,16,5,8,41,3,70,1,85,5,207,15,39,81,6,9,19,498,89,4,294,2,3,17,7,16,10,0,1,7,2,5,5,2,5,97,0,59,358,131,35,107,8,44,2,9,0,33,372,47,47,1,11,7,7,77,130,3,126
90,12,64,385,15,3,28,6,625,143,8,2,3,6,7,2,4,11,3,0,1,35,1,21,149,101,22,10,22,3,5,10,9,16,10,24,10,9,13,17,17,9,17,3,6,3,15,228,40,2,190,118,129,27,5,14,2,7,20,7,8,1,56,2,0,2,1,4,1,1,69,3,121,8,157,15,1,21,17,22,9,6,154,291,6,19,8,19,33,4,3,6,9,34,32,2,6,2,3,10,2,339,5,71,8,0,39,275,25,3,3,12,6,60,234,95,1,4,0,2,206,16,20,1,6,2,20,82,7,2,4,2,62,2,4,1,21,1,2,2,0,4,14,2,6,4,15,3,15,13,45,1,145,558,48,6,18,4,0,10,0,46,5,15,9,12,12,2,3,0,42,4,119,29,1,140,1,129,35,174,19,2,101,14,1,3,65,131,0,9,2,8,39,17,42,16,4,4,15,7,4,2,7,2,1,8,144,68,7,42,256,2,20,3,1,1,16,39,17,33,8,2,14,0,49,13,2,14
